campaign_id,campaign_objective,platform,ad_placement,device_type,operating_system,creative_format,creative_size,ad_copy_length,has_call_to_action,creative_emotion,creative_age_days,target_audience_age,target_audience_gender,audience_interest_category,income_bracket,purchase_intent_score,retargeting_flag,start_date,quarter,day_of_week,hour_of_day,campaign_day,quality_score,actual_cpc,impressions,clicks,conversions,ad_spend,revenue,bounce_rate,avg_session_duration_seconds,pages_per_session,industry_vertical,budget_tier,CTR,CPC,conversion_rate,CPA,ROAS,profit,ROI,Cost_Per_Conversion,campaign_month
CAMP_04394,Brand Awareness,LinkedIn,Feed,Mobile,Android,Image,1920x1080,Short,TRUE,Curiosity,16,35-44,All,Tech Enthusiasts,$50K-$100K,Low,FALSE,20-03-2024,1,Wednesday,4,57,7,8.59,13415,255,0,2190.45,0,78.07,25,1.52,E-commerce,Low,0.019008572,8.59,0,0,0,-2190.45,-1,,2024-03
CAMP_04395,Engagement,Facebook,Feed,Desktop,Android,Video,300x250,Short,TRUE,Joy,52,45-54,Male,Gamers,$100K-$200K,Low,FALSE,03-04-2025,2,Thursday,22,7,9,1.66,27905,1132,23,1879.12,17037.25,71.85,127,1.69,Healthcare,Medium,0.040566207,1.66,0.020318021,81.7,9.07,15158.13,8.066610967,81.70086957,2025-04
CAMP_04396,Conversions,Facebook,Feed,Mobile,Windows,Video,1080x1080,Medium,FALSE,Urgency,32,25-34,Female,Tech Enthusiasts,<$50K,Medium,TRUE,02-02-2025,1,Sunday,0,68,6,0.61,292455,14424,522,8798.64,104964.24,58.52,78,3.35,E-commerce,High,0.049320408,0.61,0.036189684,16.86,11.93,96165.6,10.92959821,16.85563218,2025-02
CAMP_04397,Lead Generation,Instagram,Feed,Tablet,Other,Image,300x250,Medium,TRUE,Joy,34,25-34,Female,Business Professionals,<$50K,Medium,FALSE,20-12-2024,4,Friday,8,5,6,1.24,5000,89,1,110.36,106.66,39.04,89,2.27,Education,Low,0.0178,1.24,0.011235955,110.36,0.97,-3.7,-0.03352664,110.36,2024-12
CAMP_04398,Brand Awareness,Google Ads,Stories,Mobile,iOS,Image,320x50,Medium,TRUE,Neutral,77,35-44,Male,Business Professionals,>$200K,High,FALSE,02-06-2024,2,Sunday,22,43,6,4.73,119665,938,9,4436.74,2911.59,56.29,86,3.85,Education,Medium,0.007838549,4.73,0.009594883,492.97,0.66,-1525.15,-0.343754649,492.9711111,2024-06
CAMP_04399,Brand Awareness,TikTok,Feed,Desktop,Windows,Interactive,1920x1080,Medium,TRUE,Neutral,18,25-34,All,Tech Enthusiasts,>$200K,Medium,FALSE,17-06-2024,2,Monday,1,54,5,0.81,158187,5707,79,4622.67,24338.77,43.67,44,3.4,E-commerce,High,0.036077554,0.81,0.013842649,58.51,5.27,19716.1,4.265089223,58.51481013,2024-06
CAMP_04400,Brand Awareness,Google Ads,In-Stream Video,Desktop,macOS,Video,1080x1080,Medium,TRUE,Urgency,53,35-44,Male,Business Professionals,$50K-$100K,Medium,TRUE,16-01-2026,1,Friday,23,5,7,3.01,37519,1448,97,4358.48,67660.07,46.22,62,3.02,Healthcare,Medium,0.038593779,3.01,0.06698895,44.93,15.52,63301.59,14.52377664,44.93278351,2026-01
CAMP_04401,Brand Awareness,Google Ads,Display Network,Desktop,iOS,Image,1080x1080,Short,TRUE,Urgency,37,18-24,Male,Tech Enthusiasts,$50K-$100K,High,FALSE,30-10-2025,4,Thursday,22,72,8,1.09,209336,10978,862,11966.02,526994.57,18.87,129,5.36,Healthcare,High,0.052442007,1.09,0.078520678,13.88,44.04,515028.55,43.04092338,13.88169374,2025-10
CAMP_04402,Lead Generation,Facebook,Feed,Desktop,Android,Story,300x250,Medium,FALSE,Neutral,88,25-34,Female,Business Professionals,<$50K,High,FALSE,03-12-2024,4,Tuesday,5,60,3,2,5000,74,2,148,962.73,34.73,61,2.04,Healthcare,High,0.0148,2,0.027027027,74,6.5,814.73,5.504932432,74,2024-12
CAMP_04403,Lead Generation,Google Ads,Feed,Desktop,iOS,Image,1080x1080,Medium,TRUE,Joy,1,18-24,All,Health & Fitness,$100K-$200K,Medium,TRUE,28-02-2024,1,Wednesday,19,74,8,1.25,6832,387,26,483.75,13939.89,57.01,53,2.5,Healthcare,Medium,0.056645199,1.25,0.067183463,18.61,28.82,13456.14,27.81631008,18.60576923,2024-02
CAMP_04404,Lead Generation,TikTok,Display Network,Desktop,Windows,Image,1080x1080,Short,FALSE,Urgency,29,45-54,Male,Health & Fitness,$50K-$100K,High,TRUE,03-07-2025,3,Thursday,0,82,4,1.31,24458,258,18,337.98,6923.01,28.41,169,6.68,SaaS,Low,0.010548696,1.31,0.069767442,18.78,20.48,6585.03,19.48349015,18.77666667,2025-07
CAMP_04405,Engagement,Facebook,Display Network,Desktop,Windows,Text,1920x1080,Short,TRUE,Trust,14,25-34,All,Tech Enthusiasts,$50K-$100K,Medium,TRUE,05-06-2025,2,Thursday,14,46,5,1.01,8628,151,9,152.51,1396.38,42.83,34,3.25,Education,Medium,0.017501159,1.01,0.059602649,16.95,9.16,1243.87,8.155989771,16.94555556,2025-06
CAMP_04406,Conversions,Google Ads,In-Stream Video,Mobile,Windows,Carousel,1080x1080,Medium,TRUE,Trust,24,55-64,Female,Students,>$200K,High,FALSE,18-03-2024,1,Monday,21,86,6,1.56,41498,1091,47,1701.96,30797.4,32.41,149,4.03,Healthcare,Medium,0.026290424,1.56,0.043079743,36.21,18.1,29095.44,17.09525488,36.21191489,2024-03
CAMP_04407,Engagement,Google Ads,Sidebar,Mobile,Android,Image,1080x1080,Long,FALSE,Trust,79,45-54,Male,Shoppers,>$200K,Medium,FALSE,22-09-2025,3,Monday,20,16,5,7.93,213533,1336,19,10594.48,12030.18,45.24,110,1.95,E-commerce,High,0.006256644,7.93,0.014221557,557.6,1.14,1435.7,0.135513966,557.6042105,2025-09
CAMP_04408,Brand Awareness,LinkedIn,Sidebar,Mobile,Windows,Interactive,1920x1080,Short,TRUE,Neutral,74,25-34,Female,Gamers,>$200K,Medium,FALSE,01-09-2024,3,Sunday,4,54,3,3.51,29993,180,1,631.8,1769.2,57.1,72,3.16,Finance,Low,0.0060014,3.51,0.005555556,631.8,2.8,1137.4,1.800253245,631.8,2024-09
CAMP_04409,Lead Generation,TikTok,Stories,Desktop,iOS,Video,1920x1080,Short,FALSE,Joy,24,35-44,Male,Students,<$50K,Medium,TRUE,08-11-2024,4,Friday,16,24,5,1.43,398156,31852,5384,45548.36,1126438.04,49.09,124,3.47,E-commerce,High,0.079998794,1.43,0.169031772,8.46,24.73,1080889.68,23.73059491,8.459947994,2024-11
CAMP_04410,Conversions,Facebook,Feed,Desktop,Other,Image,1080x1080,Medium,TRUE,Trust,16,25-34,Male,Business Professionals,$50K-$100K,Medium,FALSE,24-05-2024,2,Friday,17,8,6,0.91,27320,1150,68,1046.5,14124.32,38.75,163,3.23,SaaS,Low,0.042093704,0.91,0.059130435,15.39,13.5,13077.82,12.49672241,15.38970588,2024-05
CAMP_04411,Brand Awareness,LinkedIn,Display Network,Mobile,iOS,Text,300x250,Long,FALSE,Curiosity,29,45-54,Male,Gamers,$100K-$200K,Medium,FALSE,09-01-2025,1,Thursday,3,48,4,13.74,36881,199,0,2734.26,0,67.35,98,2.67,E-commerce,Medium,0.005395732,13.74,0,0,0,-2734.26,-1,,2025-01
CAMP_04412,Brand Awareness,TikTok,Feed,Mobile,iOS,Image,1920x1080,Medium,TRUE,Joy,9,35-44,Female,Business Professionals,<$50K,Medium,TRUE,27-06-2024,2,Thursday,16,11,7,1.31,5000,73,1,95.63,517.72,59.21,107,2.21,Healthcare,Low,0.0146,1.31,0.01369863,95.63,5.41,422.09,4.413782286,95.63,2024-06
CAMP_04413,Conversions,LinkedIn,Display Network,Desktop,macOS,Interactive,1080x1080,Short,TRUE,Curiosity,36,35-44,Male,Business Professionals,>$200K,Medium,FALSE,26-12-2025,4,Friday,4,20,6,7.56,6047,213,15,1610.28,4962.83,37.33,86,3.34,Education,Low,0.035224078,7.56,0.070422535,107.35,3.08,3352.55,2.081967111,107.352,2025-12
CAMP_04414,Conversions,Google Ads,Stories,Mobile,macOS,Video,300x250,Short,TRUE,Trust,75,35-44,All,Tech Enthusiasts,$50K-$100K,High,FALSE,13-11-2024,4,Wednesday,20,87,3,1.42,21766,436,67,619.12,24218.35,26.04,137,7.01,Finance,Low,0.020031241,1.42,0.153669725,9.24,39.12,23599.23,38.11737628,9.240597015,2024-11
CAMP_04415,Lead Generation,LinkedIn,Display Network,Desktop,Windows,Image,300x250,Short,TRUE,Urgency,19,25-34,Male,Business Professionals,$50K-$100K,High,FALSE,30-06-2024,2,Sunday,16,7,5,8.27,115960,3447,579,28506.69,148668.09,17.03,140,7.72,E-commerce,High,0.029725768,8.27,0.16797215,49.23,5.22,120161.4,4.215200011,49.23435233,2024-06
CAMP_04416,Lead Generation,LinkedIn,Feed,Mobile,iOS,Image,1080x1080,Short,TRUE,Trust,16,25-34,All,Shoppers,<$50K,Medium,TRUE,05-05-2024,2,Sunday,5,55,6,9.34,78787,611,9,5706.74,5259.26,63.77,98,1.75,Finance,Medium,0.007755086,9.34,0.014729951,634.08,0.92,-447.48,-0.078412544,634.0822222,2024-05
CAMP_04417,Lead Generation,TikTok,Stories,Mobile,macOS,Carousel,300x250,Short,TRUE,Neutral,9,25-34,Male,Shoppers,<$50K,Low,FALSE,04-08-2025,3,Monday,10,13,7,1.5,50748,2280,19,3420,2797.07,76.71,43,1.94,Education,Medium,0.044927879,1.5,0.008333333,180,0.82,-622.93,-0.182143275,180,2025-08
CAMP_04418,Brand Awareness,LinkedIn,Search,Desktop,Windows,Video,1200x628,Medium,FALSE,Neutral,44,18-24,Female,Shoppers,$50K-$100K,Low,FALSE,29-01-2026,1,Thursday,22,60,8,7.91,218619,6321,105,49999.11,31257.77,59.29,151,1.45,E-commerce,High,0.028913315,7.91,0.016611296,476.18,0.63,-18741.34,-0.374833472,476.182,2026-01
CAMP_04419,Lead Generation,Instagram,In-Stream Video,Mobile,Windows,Video,1200x628,Long,FALSE,Joy,53,25-34,Female,Business Professionals,<$50K,High,FALSE,10-01-2025,1,Friday,13,50,6,1.29,25520,582,10,750.78,1277.94,37.37,83,4.55,Gaming,Low,0.022805643,1.29,0.017182131,75.08,1.7,527.16,0.702149764,75.078,2025-01
CAMP_04420,Brand Awareness,Google Ads,Feed,Mobile,Other,Story,300x250,Medium,FALSE,Neutral,75,35-44,Male,Shoppers,$100K-$200K,Medium,FALSE,14-09-2025,3,Sunday,22,80,3,6.73,146247,1260,5,8479.8,868.46,62.72,143,2.27,E-commerce,High,0.008615561,6.73,0.003968254,1695.96,0.1,-7611.34,-0.897584849,1695.96,2025-09
CAMP_04421,Brand Awareness,Instagram,In-Stream Video,Desktop,iOS,Interactive,1080x1080,Medium,TRUE,Fear,83,25-34,Male,Tech Enthusiasts,<$50K,Medium,TRUE,20-12-2024,4,Friday,11,55,7,3.41,78861,1466,49,4999.06,12730.7,41.09,107,2.58,Education,Low,0.01858967,3.41,0.033424284,102.02,2.55,7731.64,1.546618764,102.0216327,2024-12
CAMP_04422,Engagement,Facebook,Display Network,Tablet,Android,Image,1920x1080,Medium,TRUE,Fear,72,25-34,Male,Shoppers,<$50K,Medium,TRUE,04-03-2025,1,Tuesday,18,71,5,2.18,380264,2660,25,5798.8,3118.18,50.08,67,1.55,E-commerce,High,0.00699514,2.18,0.009398496,231.95,0.54,-2680.62,-0.462271504,231.952,2025-03
CAMP_04423,Conversions,LinkedIn,Search,Desktop,Windows,Image,1080x1080,Medium,TRUE,Trust,43,55-64,Male,Business Professionals,$100K-$200K,Medium,TRUE,16-10-2025,4,Thursday,15,3,4,5.92,6225,202,18,1195.84,2794.41,61.96,120,2.32,E-commerce,Medium,0.032449799,5.92,0.089108911,66.44,2.34,1598.57,1.336775823,66.43555556,2025-10
CAMP_04424,Conversions,Google Ads,Display Network,Mobile,Android,Image,1920x1080,Short,TRUE,Urgency,84,35-44,Female,Students,<$50K,Medium,FALSE,21-10-2024,4,Monday,13,62,4,6.77,13516,84,1,568.68,342.25,54.65,121,1.1,Education,Low,0.006214856,6.77,0.011904762,568.68,0.6,-226.43,-0.398167687,568.68,2024-10
CAMP_04425,Lead Generation,Facebook,Search,Desktop,iOS,Text,320x50,Short,TRUE,Urgency,41,18-24,Female,Students,<$50K,High,FALSE,05-06-2025,2,Thursday,0,54,6,1.2,282293,7025,686,8430,267355.51,15.07,149,7.41,SaaS,High,0.024885491,1.2,0.097651246,12.29,31.71,258925.51,30.71476987,12.28862974,2025-06
CAMP_04426,Lead Generation,TikTok,Feed,Mobile,iOS,Image,1920x1080,Medium,TRUE,Joy,11,45-54,All,Tech Enthusiasts,$100K-$200K,Low,FALSE,05-08-2025,3,Tuesday,8,81,6,1.64,255965,2415,10,3960.6,3498.12,69.01,64,3.42,E-commerce,Medium,0.009434884,1.64,0.004140787,396.06,0.88,-462.48,-0.116770186,396.06,2025-08
CAMP_04427,Lead Generation,TikTok,Feed,Desktop,Windows,Text,300x250,Medium,TRUE,Trust,13,35-44,Male,Business Professionals,$100K-$200K,High,TRUE,26-10-2024,4,Saturday,17,8,8,1.83,40587,393,24,719.19,12369.05,21,87,6.93,Finance,Medium,0.009682903,1.83,0.061068702,29.97,17.2,11649.86,16.19858452,29.96625,2024-10
CAMP_04428,Brand Awareness,Google Ads,Display Network,Mobile,Android,Interactive,1080x1080,Long,TRUE,Fear,81,25-34,Male,Gamers,<$50K,Medium,FALSE,29-11-2025,4,Saturday,16,40,4,5,191730,3427,25,17135,14184.54,67.5,108,2.32,Healthcare,Medium,0.017874094,5,0.00729501,685.4,0.83,-2950.46,-0.172189087,685.4,2025-11
CAMP_04429,Brand Awareness,Facebook,Search,Mobile,iOS,Image,1080x1080,Medium,FALSE,Urgency,43,35-44,All,Gamers,$100K-$200K,Low,FALSE,26-02-2024,1,Monday,14,14,5,3.09,76293,1264,8,3905.76,8230.6,76.14,109,1.19,Healthcare,High,0.016567706,3.09,0.006329114,488.22,2.11,4324.84,1.107297939,488.22,2024-02
CAMP_04430,Conversions,Google Ads,Feed,Desktop,Android,Video,1200x628,Medium,TRUE,Urgency,43,55-64,All,Shoppers,$50K-$100K,Medium,FALSE,12-05-2025,2,Monday,1,38,5,2.3,78082,1500,81,3450,26371.16,66.23,105,2.82,E-commerce,High,0.019210573,2.3,0.054,42.59,7.64,22921.16,6.643814493,42.59259259,2025-05
CAMP_04431,Conversions,Instagram,Search,Desktop,iOS,Image,1920x1080,Short,TRUE,Joy,87,25-34,All,Gamers,$100K-$200K,Medium,FALSE,19-09-2025,3,Friday,13,43,3,3.06,26897,226,12,691.56,8425.31,41.27,104,2.63,Healthcare,Low,0.008402424,3.06,0.053097345,57.63,12.18,7733.75,11.18304992,57.63,2025-09
CAMP_04432,Lead Generation,Twitter,Stories,Tablet,iOS,Text,1920x1080,Medium,FALSE,Urgency,54,35-44,Male,Tech Enthusiasts,$50K-$100K,High,FALSE,14-07-2024,3,Sunday,19,42,5,2.57,106848,942,26,2420.94,7124,11.39,168,4.74,E-commerce,Low,0.008816262,2.57,0.027600849,93.11,2.94,4703.06,1.942658637,93.11307692,2024-07
CAMP_04433,Lead Generation,Google Ads,Feed,Mobile,iOS,Image,300x250,Long,TRUE,Trust,50,45-54,All,Students,<$50K,Low,FALSE,12-01-2024,1,Friday,5,56,8,5.65,139668,2119,39,11972.35,16713.45,80.27,67,2.25,SaaS,Medium,0.015171693,5.65,0.018404908,306.98,1.4,4741.1,0.396004126,306.9833333,2024-01
CAMP_04434,App Installs,Twitter,Stories,Mobile,macOS,Interactive,728x90,Medium,TRUE,Curiosity,12,18-24,Female,Health & Fitness,<$50K,Medium,FALSE,21-06-2024,2,Friday,3,13,7,2.11,44965,2006,22,4232.66,3436.58,65.69,71,1.83,SaaS,High,0.044612476,2.11,0.010967099,192.39,0.81,-796.08,-0.188080309,192.3936364,2024-06
CAMP_04435,Brand Awareness,Twitter,Feed,Mobile,iOS,Interactive,1920x1080,Medium,TRUE,Urgency,73,45-54,Female,Students,>$200K,Medium,FALSE,26-12-2024,4,Thursday,20,82,4,1.2,55975,1833,13,2199.6,3597.28,62.88,147,2.53,E-commerce,Medium,0.032746762,1.2,0.007092199,169.2,1.64,1397.68,0.635424623,169.2,2024-12
CAMP_04436,Lead Generation,Facebook,Feed,Mobile,Windows,Image,300x250,Long,FALSE,Joy,89,45-54,Male,Business Professionals,<$50K,Low,FALSE,17-05-2025,2,Saturday,11,64,3,2.06,14660,54,0,111.24,0,69.99,38,3.42,Healthcare,Medium,0.003683492,2.06,0,0,0,-111.24,-1,,2025-05
CAMP_04437,Lead Generation,TikTok,Stories,Desktop,Windows,Image,1920x1080,Short,FALSE,Joy,87,35-44,Male,Shoppers,$100K-$200K,Low,FALSE,06-02-2024,1,Tuesday,6,39,3,0.55,500000,5219,72,2870.45,42017.87,45.77,61,2.74,SaaS,High,0.010438,0.55,0.013795746,39.87,14.64,39147.42,13.63807765,39.86736111,2024-02
CAMP_04438,Conversions,Facebook,Search,Mobile,Windows,Carousel,1920x1080,Long,TRUE,Trust,55,45-54,Male,Business Professionals,<$50K,Medium,FALSE,06-01-2025,1,Monday,13,67,7,1.17,5000,76,0,88.92,0,66.31,73,1.23,Healthcare,Low,0.0152,1.17,0,0,0,-88.92,-1,,2025-01
CAMP_04439,Engagement,LinkedIn,Feed,Mobile,iOS,Video,1080x1080,Short,FALSE,Urgency,39,35-44,Female,Tech Enthusiasts,$50K-$100K,Low,FALSE,04-09-2025,3,Thursday,13,45,6,5.65,53869,1312,8,7412.8,2715.96,69.59,87,2.47,E-commerce,Medium,0.024355381,5.65,0.006097561,926.6,0.37,-4696.84,-0.63361213,926.6,2025-09
CAMP_04440,Lead Generation,Facebook,Stories,Mobile,macOS,Image,300x250,Medium,TRUE,Joy,9,25-34,Female,Tech Enthusiasts,>$200K,Low,FALSE,24-05-2024,2,Friday,14,14,4,1.43,37500,536,7,766.48,3436.29,81.49,57,1.64,Healthcare,Medium,0.014293333,1.43,0.013059701,109.5,4.48,2669.81,3.483208955,109.4971429,2024-05
CAMP_04441,App Installs,Facebook,Feed,Desktop,Android,Video,1080x1080,Medium,TRUE,Urgency,89,18-24,Male,Business Professionals,<$50K,Medium,FALSE,01-02-2024,1,Thursday,9,39,4,2.89,26674,607,18,1754.23,2639.03,48.96,64,3.12,E-commerce,Low,0.022756242,2.89,0.029654036,97.46,1.5,884.8,0.504380839,97.45722222,2024-02
CAMP_04442,Conversions,Facebook,Feed,Mobile,iOS,Text,728x90,Short,FALSE,Trust,89,65+,Female,Students,$50K-$100K,Low,FALSE,06-03-2025,1,Thursday,2,90,3,3.15,18361,82,0,258.3,0,72.67,70,3.46,Finance,Medium,0.004465988,3.15,0,0,0,-258.3,-1,,2025-03
CAMP_04443,Lead Generation,Google Ads,Feed,Mobile,Android,Interactive,300x250,Long,TRUE,Joy,10,35-44,Male,Students,$50K-$100K,Medium,TRUE,24-02-2024,1,Saturday,17,63,8,2.76,80408,1562,26,4311.12,15249.43,51.14,79,1.58,SaaS,High,0.019425928,2.76,0.016645327,165.81,3.54,10938.31,2.537231624,165.8123077,2024-02
CAMP_04444,Lead Generation,Twitter,Feed,Mobile,iOS,Video,320x50,Short,TRUE,Urgency,15,35-44,Female,Gamers,$50K-$100K,Low,FALSE,07-06-2025,2,Saturday,2,46,7,1.55,35800,678,3,1050.9,1810.57,77.24,78,3.02,SaaS,Medium,0.018938547,1.55,0.004424779,350.3,1.72,759.67,0.72287563,350.3,2025-06
CAMP_04445,Lead Generation,Facebook,Feed,Mobile,Android,Carousel,300x250,Short,TRUE,Trust,37,35-44,All,Business Professionals,$50K-$100K,High,FALSE,05-08-2025,3,Tuesday,1,37,6,1.43,28251,642,15,918.06,3263.57,48.15,59,4.42,Gaming,Low,0.022724859,1.43,0.023364486,61.2,3.55,2345.51,2.554854803,61.204,2025-08
CAMP_04446,Engagement,Facebook,Display Network,Mobile,Android,Image,1080x1080,Short,TRUE,Urgency,51,45-54,Female,Students,<$50K,Low,FALSE,26-10-2025,4,Sunday,10,76,7,2.36,38169,1607,28,3792.52,7409.94,66.22,59,3.82,E-commerce,Medium,0.04210223,2.36,0.017423771,135.45,1.95,3617.42,0.953830171,135.4471429,2025-10
CAMP_04447,Brand Awareness,Twitter,Stories,Mobile,Android,Carousel,1920x1080,Long,FALSE,Urgency,3,18-24,Male,Health & Fitness,$50K-$100K,High,FALSE,11-08-2025,3,Monday,15,17,7,0.86,144396,5342,44,4594.12,7710.25,32.4,131,4.48,E-commerce,Medium,0.036995485,0.86,0.008236615,104.41,1.68,3116.13,0.678286592,104.4118182,2025-08
CAMP_04448,Conversions,Facebook,Feed,Mobile,Windows,Carousel,300x250,Short,TRUE,Trust,24,25-34,Male,Business Professionals,$50K-$100K,Low,FALSE,25-12-2025,4,Thursday,13,23,7,3.12,161266,6908,181,21552.96,102712.07,76.13,28,1.37,Finance,High,0.04283606,3.12,0.026201506,119.08,4.77,81159.11,3.765566771,119.0771271,2025-12
CAMP_04449,Lead Generation,Facebook,Feed,Desktop,macOS,Video,1920x1080,Medium,TRUE,Joy,88,45-54,Male,Gamers,$50K-$100K,Low,FALSE,03-08-2025,3,Sunday,9,16,3,2.93,12150,72,1,210.96,786.93,63.91,125,2.42,Finance,Low,0.005925926,2.93,0.013888889,210.96,3.73,575.97,2.73023322,210.96,2025-08
CAMP_04450,Conversions,Instagram,Feed,Mobile,Android,Video,300x250,Long,FALSE,Curiosity,9,18-24,Female,Shoppers,<$50K,High,FALSE,15-01-2026,1,Thursday,4,76,3,3.6,100381,2847,63,10249.2,12302.69,54.68,61,3.01,SaaS,Medium,0.028361941,3.6,0.022128556,162.69,1.2,2053.49,0.200356125,162.6857143,2026-01
CAMP_04451,Lead Generation,Twitter,Display Network,Mobile,Android,Video,1080x1080,Short,TRUE,Joy,33,25-34,All,Business Professionals,$100K-$200K,Medium,FALSE,29-09-2025,3,Monday,12,14,7,1.26,29104,1302,24,1640.52,8137.89,63.4,66,3.11,SaaS,Low,0.044736119,1.26,0.01843318,68.36,4.96,6497.37,3.96055519,68.355,2025-09
CAMP_04452,Conversions,Google Ads,Stories,Desktop,Windows,Interactive,728x90,Short,FALSE,Trust,14,25-34,All,Business Professionals,$100K-$200K,Low,TRUE,20-07-2024,3,Saturday,7,13,5,6.72,21640,374,8,2513.28,8504.23,58.61,59,1.73,Finance,Medium,0.01728281,6.72,0.021390374,314.16,3.38,5990.95,2.383717692,314.16,2024-07
CAMP_04453,Conversions,Facebook,Feed,Mobile,Android,Image,320x50,Short,TRUE,Joy,3,35-44,Male,Shoppers,$100K-$200K,Medium,TRUE,02-01-2024,1,Tuesday,19,12,6,2.9,12446,276,20,800.4,5641.16,56.06,120,3.46,Education,Low,0.022175799,2.9,0.072463768,40.02,7.05,4840.76,6.047926037,40.02,2024-01
CAMP_04454,Conversions,Instagram,Stories,Desktop,Android,Story,1920x1080,Medium,TRUE,Trust,56,25-34,Female,Health & Fitness,$100K-$200K,Low,FALSE,17-08-2024,3,Saturday,22,24,5,1.92,24702,177,2,339.84,626.11,61.58,157,3.7,SaaS,Medium,0.007165412,1.92,0.011299435,169.92,1.84,286.27,0.842366996,169.92,2024-08
CAMP_04455,App Installs,Facebook,Search,Desktop,macOS,Image,728x90,Short,TRUE,Joy,70,45-54,All,Students,>$200K,Medium,FALSE,09-01-2026,1,Friday,16,68,8,2.1,35956,655,15,1375.5,15279.44,60.69,92,2.23,SaaS,Low,0.018216709,2.1,0.022900763,91.7,11.11,13903.94,10.10828063,91.7,2026-01
CAMP_04456,Brand Awareness,Facebook,Feed,Mobile,macOS,Image,1080x1080,Medium,TRUE,Trust,80,25-34,All,Gamers,<$50K,Low,TRUE,20-12-2025,4,Saturday,1,27,6,1.97,16477,193,2,380.21,645.16,90,36,2.69,Healthcare,Medium,0.011713297,1.97,0.010362694,190.1,1.7,264.95,0.69685174,190.105,2025-12
CAMP_04457,Conversions,Google Ads,Search,Mobile,Windows,Carousel,1080x1080,Long,TRUE,Joy,35,25-34,All,Gamers,$50K-$100K,High,FALSE,06-05-2024,2,Monday,12,42,3,4.22,17984,205,12,865.1,3896.07,36.39,210,3.77,Healthcare,Low,0.011399021,4.22,0.058536585,72.09,4.5,3030.97,3.503606519,72.09166667,2024-05
CAMP_04458,Brand Awareness,Google Ads,Stories,Mobile,iOS,Carousel,1920x1080,Medium,TRUE,Joy,17,25-34,Male,Students,$50K-$100K,Medium,FALSE,07-12-2025,4,Sunday,13,70,6,4.07,59652,1372,17,5584.04,3902.75,58.71,89,2.62,Healthcare,High,0.023000067,4.07,0.012390671,328.47,0.7,-1681.29,-0.301088459,328.4729412,2025-12
CAMP_04459,Lead Generation,TikTok,Feed,Mobile,Android,Video,1920x1080,Medium,FALSE,Trust,69,18-24,All,Health & Fitness,$50K-$100K,Low,FALSE,06-11-2024,4,Wednesday,23,3,3,0.52,84924,1751,5,910.52,3484.64,84.91,10,2.55,Finance,Medium,0.020618435,0.52,0.002855511,182.1,3.83,2574.12,2.827087818,182.104,2024-11
CAMP_04460,Lead Generation,TikTok,Search,Desktop,Android,Video,300x250,Long,TRUE,Trust,62,25-34,All,Business Professionals,$50K-$100K,High,FALSE,14-10-2025,4,Tuesday,23,59,5,1.83,12816,457,68,836.31,40237.1,18.46,94,5.57,Finance,Low,0.035658552,1.83,0.148796499,12.3,48.11,39400.79,47.11266157,12.29867647,2025-10
CAMP_04461,Lead Generation,Instagram,Search,Desktop,Android,Video,300x250,Short,TRUE,Joy,86,55-64,Female,Business Professionals,<$50K,Medium,FALSE,28-04-2024,2,Sunday,4,7,6,2.08,5000,55,1,114.4,736.38,36.96,94,1.86,Finance,Low,0.011,2.08,0.018181818,114.4,6.44,621.98,5.436888112,114.4,2024-04
CAMP_04462,Lead Generation,TikTok,Search,Mobile,Android,Text,1080x1080,Medium,TRUE,Joy,16,35-44,All,Health & Fitness,$50K-$100K,Medium,FALSE,03-10-2025,4,Friday,17,46,6,2.49,232304,4294,63,10692.06,20945.91,67.96,97,2.96,SaaS,Medium,0.0184844,2.49,0.014671635,169.72,1.96,10253.85,0.959015382,169.7152381,2025-10
CAMP_04463,Engagement,Google Ads,Feed,Mobile,Android,Carousel,1080x1080,Short,TRUE,Joy,13,35-44,Male,Gamers,<$50K,Medium,FALSE,07-06-2025,2,Saturday,2,32,6,4.28,19966,594,14,2542.32,1088.71,53.85,106,1.38,Gaming,Low,0.029750576,4.28,0.023569024,181.59,0.43,-1453.61,-0.571765159,181.5942857,2025-06
CAMP_04464,Brand Awareness,Google Ads,Stories,Desktop,Android,Video,1080x1080,Medium,TRUE,Curiosity,12,45-54,Female,Tech Enthusiasts,<$50K,Medium,FALSE,20-01-2024,1,Saturday,13,9,6,3.79,5358,263,20,996.77,1907.82,14.03,194,5.1,E-commerce,Low,0.04908548,3.79,0.076045627,49.84,1.91,911.05,0.914002227,49.8385,2024-01
CAMP_04465,Conversions,Instagram,Stories,Mobile,iOS,Video,1200x628,Medium,TRUE,Neutral,74,45-54,Female,Shoppers,$100K-$200K,Low,FALSE,08-10-2024,4,Tuesday,19,29,5,4.3,22362,835,29,3590.5,11280.72,73.46,47,3.07,E-commerce,Low,0.037340131,4.3,0.034730539,123.81,3.14,7690.22,2.141824258,123.8103448,2024-10
CAMP_04466,Lead Generation,Facebook,Search,Mobile,macOS,Image,300x250,Short,FALSE,Joy,10,18-24,Male,Tech Enthusiasts,$50K-$100K,Medium,FALSE,23-01-2025,1,Thursday,13,14,3,2.8,8784,105,1,294,468.28,50.43,106,1.9,SaaS,Low,0.011953552,2.8,0.00952381,294,1.59,174.28,0.592789116,294,2025-01
